Parcela_ID,Malla16k,Malla1k,Malla2k,Malla4k,Malla8k,COMUNA,NOM_COMUNA,NOM_PROVIN,PROVINCIA,NOM_REGION,REGION,latitude,longitude
433040,0,1,0,0,0,13110,LA FLORIDA,SANTIAGO,131,REGIÓN METROPOLITANA DE SANTIAGO,13,-33.52400350923539,-70.61095001410985
433217,0,1,0,0,0,13110,LA FLORIDA,SANTIAGO,131,REGIÓN METROPOLITANA DE SANTIAGO,13,-33.5172661446045,-70.4806942979125
433215,0,1,0,0,0,13110,LA FLORIDA,SANTIAGO,131,REGIÓN METROPOLITANA DE SANTIAGO,13,-33.5172661446045,-70.50315218001549
433213,0,1,0,0,0,13110,LA FLORIDA,SANTIAGO,131,REGIÓN METROPOLITANA DE SANTIAGO,13,-33.5172661446045,-70.52336427390819
433211,0,1,0,0,0,13110,LA FLORIDA,SANTIAGO,131,REGIÓN METROPOLITANA DE SANTIAGO,13,-33.5172661446045,-70.54582215601117
433209,0,1,0,0,0,13110,LA FLORIDA,SANTIAGO,131,REGIÓN METROPOLITANA DE SANTIAGO,13,-33.5172661446045,-70.56603424990386
433207,0,1,0,0,0,13110,LA FLORIDA,SANTIAGO,131,REGIÓN METROPOLITANA DE SANTIAGO,13,-33.5150203563942,-70.58849213200685
433205,0,1,0,0,0,13110,LA FLORIDA,SANTIAGO,131,REGIÓN METROPOLITANA DE SANTIAGO,13,-33.5150203563942,-70.60870422589954
433385,0,1,0,0,0,13110,LA FLORIDA,SANTIAGO,131,REGIÓN METROPOLITANA DE SANTIAGO,13,-33.5082829917633,-70.45823641580952
433384,0,1,0,0,0,13110,LA FLORIDA,SANTIAGO,131,REGIÓN METROPOLITANA DE SANTIAGO,13,-33.5082829917633,-70.46946535686102
433383,0,1,0,0,0,13110,LA FLORIDA,SANTIAGO,131,REGIÓN METROPOLITANA DE SANTIAGO,13,-33.5082829917633,-70.4806942979125
433382,0,1,0,0,0,13110,LA FLORIDA,SANTIAGO,131,REGIÓN METROPOLITANA DE SANTIAGO,13,-33.5082829917633,-70.491923238964
433381,0,1,0,0,0,13110,LA FLORIDA,SANTIAGO,131,REGIÓN METROPOLITANA DE SANTIAGO,13,-33.5082829917633,-70.5009063918052
433380,0,1,0,0,0,13110,LA FLORIDA,SANTIAGO,131,REGIÓN METROPOLITANA DE SANTIAGO,13,-33.5082829917633,-70.51213533285669
433379,0,1,0,0,0,13110,LA FLORIDA,SANTIAGO,131,REGIÓN METROPOLITANA DE SANTIAGO,13,-33.5082829917633,-70.52336427390819
433553,0,1,0,0,0,13110,LA FLORIDA,SANTIAGO,131,REGIÓN METROPOLITANA DE SANTIAGO,13,-33.49929983892211,-70.45823641580952
433551,0,1,0,0,0,13110,LA FLORIDA,SANTIAGO,131,REGIÓN METROPOLITANA DE SANTIAGO,13,-33.49929983892211,-70.4806942979125
432554,0,1,0,0,0,13111,LA GRANJA,SANTIAGO,131,REGIÓN METROPOLITANA DE SANTIAGO,13,-33.55095296775898,-70.63116210800253
